List's Code,Word's Code,Spoken,1st Letter,Diacrtics,2nd Letter,Last Letter or Diacritics,1st Letter Code,Diacritics,2nd Letter Code,Last Letter Code or Diacritics,Last Code,Category,Syllable Code,Acronym/English,Acronym/Arabic,Syllable Description (Arabic),Syllable Description (English),Syllable Type,Commonness Score (Max. 5),Difficulty Score (Max. 5),Type of Word,Type of Word Code,Audio Clips' Links
L04,0155,____,_,_,_,_,12,____,24,24, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.18,3.50,___,2,L04-0155.mp3
L04,0156,____,_,_,_,,24,____,25,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.09,4.00,___,1,L04-0156.mp3
L04,0157,____,_,_,_,,15,____,28,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.82,4.25,___,2,L04-0157.mp3
L04,0158,____,_,_,_,,29,____,27,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.05,4.75,___,1,L04-0158.mp3
L04,0159,____,_,_,_,_,17,____,25,25, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.00,4.25,___,2,L04-0159.mp3
L04,0160,____,_,_,_,,2,____,23,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.36,4.50,___,1,L04-0160.mp3
L04,0161,____,_,_,_,_,3,____,1,5, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.09,5.00,___,2,L04-0161.mp3
L04,0162,_____,_,_,_,_,18,____,11,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,4.75,___,2,L04-0162.mp3
L04,0163,_____,_,_,_,_,27,____,21,20,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.33,4.75,___,2,L04-0163.mp3
L04,0164,_____,_,_,_,_,18,____,27,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.73,3.75,___,2,L04-0164.mp3
L04,0165,_____,_,_,_,_,27,____,18,28,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.18,4.75,___,2,L04-0165.mp3
L04,0166,_____,_,_,_,_,4,____,27,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,5.00,___,2,L04-0166.mp3
L04,0167,____,_,_,_,_,6,____,1,32, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.05,4.25,___,1,L04-0167.mp3
L04,0168,_____,_,_,_,_,22,____,12,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.23,5.00,___,2,L04-0168.mp3
L04,0169,____,_,_,_,_,3,____,1,26, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.14,3.50,___ ___,3.1,L04-0169.mp3
L04,0170,____,_,_,_,_,27,____,1,20, ,3++,3,CVVC,_ _ _ _,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.59,5.00,___,2,L04-0170.mp3
L04,0171,____,_,_,_,_,14,____,1,20, ,3++,3,CVVC,_ _ _ _,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.41,5.00,___,2,L04-0171.mp3
L04,0172,____,_,_,_,_,7,____,1,23, ,3++,3,CVVC,_ _ _ _,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.00,5.00,___,2,L04-0172.mp3
L04,0173,____,_,_,_,_,25,____,1,28, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.77,4.50,___,2,L04-0173.mp3
L04,0174,____,_,_,_,_,20,____,1,26, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.36,3.25,___,2,L04-0174.mp3
L04,0175,____,_,_,_,_,20,____,1,15, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.09,4.75,___ ___,3.1,L04-0175.mp3
L04,0176,____,_,_,_,_,20,____,1,21, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.50,5.00,___ ___,3.1,L04-0176.mp3
L04,0177,_____,_,_,_,_,5,____,10,20,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.67,4.75,___,2,L04-0177.mp3
L04,0178,____,_,_,_,_,21,____,1,23, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.00,4.75,___ ___,3.1,L04-0178.mp3
L04,0179,____,_,_,_,_,19,____,1,2, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.09,5.00,___ ___,3.1,L04-0179.mp3
L04,0180,____,_,_,_,_,26,____,1,27, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.18,4.50,___,2,L04-0180.mp3
L04,0181,_____,_,_,_,_,18,____,24,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.91,4.75,___,2,L04-0181.mp3
L04,0182,____,_,_,_,_,11,____,1,23, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.36,3.50,___ ___,3.1,L04-0182.mp3
L04,0183,_____,_,_,_,_,23,____,8,18,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.73,5.00,___,2,L04-0183.mp3
L04,0184,_____,_,_,_,_,21,____,2,15,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.67,1.75,___,2,L04-0184.mp3
L04,0185,_____,_,_,_,_,24,____,26,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,5.00,___,2,L04-0185.mp3
L04,0186,_____,_,_,_,_,13,____,26,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,4.25,___,2,L04-0186.mp3
L04,0187,_____,_,_,_,_,12,____,8,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.00,2.00,___,2,L04-0187.mp3
L04,0188,_____,_,_,_,_,8,____,20,18,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,4.75,___,2,L04-0188.mp3
L04,0189,_____,_,_,_,_,25,____,28,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.64,3.00,___,2,L04-0189.mp3
L04,0190,_____,_,_,_,_,5,____,10,27,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.55,4.75,___,2,L04-0190.mp3
L04,0191,____,_,_,_,_,23,____,28,25, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.50,4.00,___,2,L04-0191.mp3
L04,0192,_____,_,_,_,_,22,____,27,25,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.32,5.00,___,2,L04-0192.mp3
L04,0193,_____,_,_,_,_,6,____,11,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,4.25,___,2,L04-0193.mp3
L04,0194,____,_,_,_,_,16,____,28,25, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.14,5.00,___,2,L04-0194.mp3
L04,0195,_____,_,_,_,_,5,____,28,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.18,3.25,___,2,L04-0195.mp3
L04,0196,_____,_,_,_,_,24,____,23,22,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,5.00,___,2,L04-0196.mp3
L04,0197,_____,_,_,_,_,20,____,23,22,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.73,4.75,___,2,L04-0197.mp3
L04,0198,_____,_,_,_,_,29,____,26,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,4.75,___,2,L04-0198.mp3
L04,0199,_____,_,_,_,_,24,____,27,11,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,4.75,___,2,L04-0199.mp3
L04,0200,_____,_,_,_,_,8,____,26,25,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.41,5.00,___,2,L04-0200.mp3
L05,0201,____,_,_,_,_,3,____,23,23, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.59,4.77,___,2,L05-0201.mp3
L05,0202,____,_,_,_,,22,____,23,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.00,5.00,___ ___,3.2,L05-0202.mp3
L05,0203,____,_,_,_,_,6,____,17,17, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.00,4.55,___,2,L05-0203.mp3
L05,0204,____,_,_,_,_,15,____,7,7, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.55,4.32,___,2,L05-0204.mp3
L05,0205,____,_,_,_,,16,____,28,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.77,4.32,___,2,L05-0205.mp3
L05,0206,____,_,_,_,_,19,____,23,23, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,2.50,4.77,___ ___,3.1,L05-0206.mp3
L05,0207,____,_,_,_,_,21,____,23,23, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.32,5.00,___ ___,3.1,L05-0207.mp3
L05,0208,____,_,_,_,_,27,____,8,8, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,2.05,4.77,___ ___,3.1,L05-0208.mp3
L05,0209,____,_,_,_,_,20,____,5,5, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.91,4.77,___,2,L05-0209.mp3
L05,0210,____,_,_,_,_,20,____,23,23, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.32,5.00,___,2,L05-0210.mp3
L05,0211,____,_,_,_,_,7,____,1,24, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.05,4.32,___,2,L05-0211.mp3
L05,0212,_____,_,_,_,_,28,____,12,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.27,4.32,___ _____,3.3,L05-0212.mp3
L05,0213,____,_,_,_,_,27,____,1,18, ,3++,3,CVVC,_ _ _ _,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.00,5.00,___,2,L05-0213.mp3
L05,0214,____,_,_,_,_,11,____,1,26, ,3++,3,CVVC,_ _ _ _,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.73,4.77,___,2,L05-0214.mp3
L05,0215,____,_,_,_,_,10,____,1,25, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.71,5.00,___ ___,3.1,L05-0215.mp3
L05,0216,_____,_,_,_,_,21,____,27,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,4.77,___,2,L05-0216.mp3
L05,0217,_____,_,_,_,_,27,____,21,18,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,4.77,___,2,L05-0217.mp3
L05,0218,_____,_,_,_,_,4,____,27,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.36,4.55,___,2,L05-0218.mp3
L05,0219,_____,_,_,_,_,22,____,2,3,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,5.00,___,2,L05-0219.mp3
L05,0220,_____,_,_,_,_,23,____,20,3,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.82,5.00,___,2,L05-0220.mp3
L05,0221,____,_,_,_,_,12,____,1,26, ,3++,3,CVVC,_ _ _ _,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.67,4.55,___,2,L05-0221.mp3
L05,0222,____,_,_,_,_,13,____,1,2, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.14,5.00,___ ___,3.1,L05-0222.mp3
L05,0223,____,_,_,_,_,14,____,1,25, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.36,4.77,___ ___,3.1,L05-0223.mp3
L05,0224,____,_,_,_,_,15,____,1,24, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.68,4.55,___,2,L05-0224.mp3
L05,0225,____,_,_,_,_,16,____,1,26, ,3++,3,CVVC,_ _ _ _,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.41,4.55,___,2,L05-0225.mp3
L05,0226,_____,_,_,_,_,22,____,28,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.50,4.77,___,2,L05-0226.mp3
L05,0227,____,_,_,_,_,26,____,1,3, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.18,4.77,___ ___,3.2,L05-0227.mp3
L05,0228,____,_,_,_,_,22,____,1,25, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.00,5.00,___ ___,3.1,L05-0228.mp3
L05,0229,____,_,_,_,_,25,____,1,2, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.55,4.77,___,2,L05-0229.mp3
L05,0230,____,_,_,_,_,26,____,1,5, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.27,4.77,___ ___,3.1,L05-0230.mp3
L05,0231,____,_,_,_,_,20,____,28,23, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.05,5.00,___,2,L05-0231.mp3
L05,0232,_____,_,_,_,_,24,____,14,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.23,5.00,___,2,L05-0232.mp3
L05,0233,____,_,_,_,_,4,____,1,2, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.50,4.32,___ ___,3.1,L05-0233.mp3
L05,0234,_____,_,_,_,_,10,____,8,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.45,4.32,___,2,L05-0234.mp3
L05,0235,_____,_,_,_,_,12,____,24,25,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,4.32,___,2,L05-0235.mp3
L05,0236,_____,_,_,_,_,26,____,25,8,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.23,4.77,___,2,L05-0236.mp3
L05,0237,_____,_,_,_,_,21,____,18,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.00,4.77,___,2,L05-0237.mp3
L05,0238,_____,_,_,_,_,23,____,6,25,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.23,4.77,___,2,L05-0238.mp3
L05,0239,_____,_,_,_,_,25,____,20,28,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,5.00,___,2,L05-0239.mp3
L05,0240,_____,_,_,_,_,25,____,21,18,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.91,4.55,___,2,L05-0240.mp3
L05,0241,_____,_,_,_,_,2,____,9,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.36,5.00,___,2,L05-0241.mp3
L05,0242,_____,_,_,_,_,31,____,20,22,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.00,4.77,___,2,L05-0242.mp3
L05,0243,_____,_,_,_,_,6,____,27,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,4.77,___,2,L05-0243.mp3
L05,0244,____,_,_,_,_,27,____,1,13, ,3++,3,CVVC,_ _ _ _,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.09,4.77,___,2,L05-0244.mp3
L05,0245,____,_,_,_,_,24,____,1,12, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.32,4.55,___,2,L05-0245.mp3
L05,0246,_____,_,_,_,_,27,____,10,8,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,4.77,___,2,L05-0246.mp3
L05,0247,_____,_,_,_,_,25,____,27,18,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L05-0247.mp3
L05,0248,_____,_,_,_,_,12,____,23,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.50,5.00,___,2,L05-0248.mp3
L05,0249,_____,_,_,_,_,23,____,20,3,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.68,4.76,___,2,L05-0249.mp3
L05,0250,_____,_,_,_,_,23,____,28,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L05-0250.mp3
L06,0251,____,_,_,_,,29,____,2,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.14,5.00,___,2,L06-0251.mp3
L06,0252,____,_,_,_,_,5,____,8,8, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L06-0252.mp3
L06,0253,____,_,_,_,_,13,____,2,2, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.55,5.00,___ ___,3.1,L06-0253.mp3
L06,0254,____,_,_,_,_,20,____,7,7, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.18,5.00,___,2,L06-0254.mp3
L06,0255,____,_,_,_,,29,____,28,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.14,4.77,___,1,L06-0255.mp3
L06,0256,____,_,_,_,_,16,____,23,23, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.77,5.00,___ ___,3.1,L06-0256.mp3
L06,0257,____,_,_,_,_,22,____,8,8, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,2.14,4.09,___ ___,3.1,L06-0257.mp3
L06,0258,____,_,_,_,,25,____,24,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.64,4.32,___ ___,3.2,L06-0258.mp3
L06,0259,____,_,_,_,_,10,____,25,25, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.41,4.55,___ ___,3.1,L06-0259.mp3
L06,0260,____,_,_,_,_,23,____,9,9, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,2.36,4.55,___ ___,3.1,L06-0260.mp3
L06,0261,____,_,_,_,_,23,____,27,16, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.77,4.55,___,2,L06-0261.mp3
L06,0262,_____,_,_,_,_,2,____,8,25,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.65,5.00,___,2,L06-0262.mp3
L06,0263,_____,_,_,_,_,24,____,27,5,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,5.00,___,2,L06-0263.mp3
L06,0264,_____,_,_,_,_,4,____,29,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.18,3.41,___,2,L06-0264.mp3
L06,0265,_____,_,_,_,_,22,____,18,22,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.41,5.00,___,2,L06-0265.mp3
L06,0266,____,_,_,_,_,5,____,1,25, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.36,4.09,___,2,L06-0266.mp3
L06,0267,_____,_,_,_,_,29,____,24,25,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L06-0267.mp3
L06,0268,_____,_,_,_,_,3,____,7,3,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.18,4.55,___,2,L06-0268.mp3
L06,0269,_____,_,_,_,_,29,____,27,5,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.45,5.00,___,2,L06-0269.mp3
L06,0270,____,_,_,_,_,23,____,1,26, ,3++,3,CVVC,_ _ _ _,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.59,4.77,___,2,L06-0270.mp3
L06,0271,_____,_,_,_,_,14,____,21,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.50,3.64,___,2,L06-0271.mp3
L06,0272,_____,_,_,_,_,9,____,27,21,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.32,4.77,___,2,L06-0272.mp3
L06,0273,_____,_,_,_,_,28,____,3,23,,3+,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.65,4.32,___ _____,3.3,L06-0273.mp3
L06,0274,_____,_,_,_,_,8,____,20,12,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.73,4.32,___,2,L06-0274.mp3
L06,0275,____,_,_,_,_,10,____,28,18, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.41,5.00,___,2,L06-0275.mp3
L06,0276,_____,_,_,_,_,25,____,6,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,4.77,___,2,L06-0276.mp3
L06,0277,_____,_,_,_,_,12,____,16,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.09,4.09,___,2,L06-0277.mp3
L06,0278,_____,_,_,_,_,22,____,8,6,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.95,4.55,___,2,L06-0278.mp3
L06,0279,_____,_,_,_,_,29,____,25,12,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.45,4.09,___,2,L06-0279.mp3
L06,0280,_____,_,_,_,_,29,____,5,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,4.77,___,2,L06-0280.mp3
L06,0281,____,_,_,_,_,12,____,27,21, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.05,5.00,___,2,L06-0281.mp3
L06,0282,_____,_,_,_,_,12,____,26,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,4.77,___,2,L06-0282.mp3
L06,0283,____,_,_,_,_,12,____,1,24, ,3+,3,CVVC,_ _ _ _,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.23,4.55,___,2,L06-0283.mp3
L06,0284,_____,_,_,_,_,24,____,23,32,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.50,4.32,___,2,L06-0284.mp3
L06,0285,_____,_,_,_,_,14,____,27,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.55,4.77,___,2,L06-0285.mp3
L06,0286,_____,_,_,_,_,15,____,28,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.50,4.32,___,2,L06-0286.mp3
L06,0287,_____,_,_,_,_,16,____,2,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.18,5.00,___,2,L06-0287.mp3
L06,0288,_____,_,_,_,_,25,____,26,5,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.32,5.00,___,2,L06-0288.mp3
L06,0289,____,_,_,_,_,18,____,1,24, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.05,4.55,___,2,L06-0289.mp3
L06,0290,____,_,_,_,_,18,____,1,23, ,3++,3,CVVC,_ _ _ _,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.36,5.00,___,2,L06-0290.mp3
L06,0291,_____,_,_,_,_,18,____,26,8,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L06-0291.mp3
L06,0292,_____,_,_,_,_,25,____,20,12,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L06-0292.mp3
L06,0293,_____,_,_,_,_,19,____,28,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.18,5.00,___,2,L06-0293.mp3
L06,0294,____,_,_,_,_,20,____,1,10, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.27,5.00,___,2,L06-0294.mp3
L06,0295,_____,_,_,_,_,20,____,27,11,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,4.77,___,2,L06-0295.mp3
L06,0296,____,_,_,_,_,20,____,1,6, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.91,4.77,___ ___,3.1,L06-0296.mp3
L06,0297,_____,_,_,_,_,21,____,27,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,4.77,___,2,L06-0297.mp3
L06,0298,_____,_,_,_,_,22,____,12,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.23,4.77,___,2,L06-0298.mp3
L06,0299,____,_,_,_,_,22,____,1,20, ,3++,3,CVVC,_ _ _ _,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.36,4.77,___,2,L06-0299.mp3
L06,0300,____,_,_,_,_,23,____,1,25, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.91,3.41,___ ___,3.1,L06-0300.mp3
L07,0301,____,_,_,_,_,25,____,8,8, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.55,4.77,___,2,L07-301.mp3
L07,0302,____,_,_,_,_,6,____,20,20, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,2.68,2.50,___ ___,3.1,L07-302.mp3
L07,0303,____,_,_,_,_,16,____,25,25, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,2.09,5.00,___,2,L07-303.mp3
L07,0304,____,_,_,_,_,23,____,2,2, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.55,5.00,___,2,L07-304.mp3
L07,0305,____,_,_,_,_,20,____,15,15, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,2.00,4.55,___ ___,3.1,L07-305.mp3
L07,0306,____,_,_,_,_,22,____,20,20, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,2.36,5.00,___ ___,3.2,L07-306.mp3
L07,0307,____,_,_,_,,24,____,9,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,2.00,5.00,___,2,L07-307.mp3
L07,0308,____,_,_,_,_,17,____,23,23, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.09,4.32,___ ___,3.1,L07-308.mp3
L07,0309,____,_,_,_,_,19,____,24,24, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.09,4.32,___,2,L07-309.mp3
L07,0310,____,_,_,_,_,25,____,16,16, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.09,4.55,___ ___,3.1,L07-310.mp3
L07,0311,_____,_,_,_,_,29,____,25,3,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L07-311.mp3
L07,0312,_____,_,_,_,_,1,____,2,21,,3+,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.18,4.55,___ ___,3.2,L07-312.mp3
L07,0313,_____,_,_,_,_,25,____,21,13,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.41,5.00,___,2,L07-313.mp3
L07,0314,____,_,_,_,_,14,____,1,8, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.45,5.00,___ ___,3.1,L07-314.mp3
